,artist_name,RelatedArtist_Name,rank,external_urls__spotify,followers__total,genres__001,genres__002,genres__003,genres__004,genres__005,id,Large_image,Medium_image,Small_image,popularity,type
181,2 Phases,Kenneth Heuvel,2,https://open.spotify.com/artist/00Tp8dSHh3DZjIliEY9CPG,12,,,,,,00Tp8dSHh3DZjIliEY9CPG,https://i.scdn.co/image/ab67616d0000b273b5ebd7cbcd44f693245f6016,https://i.scdn.co/image/ab67616d00001e02b5ebd7cbcd44f693245f6016,https://i.scdn.co/image/ab67616d00004851b5ebd7cbcd44f693245f6016,2,artist
182,2 Phases,Pro-Sonic,3,https://open.spotify.com/artist/1w2JhhaIaW2ofyQzo27Yn2,7,,,,,,1w2JhhaIaW2ofyQzo27Yn2,https://i.scdn.co/image/ab67616d0000b2732d1e4194bb1c1241e841592a,https://i.scdn.co/image/ab67616d00001e022d1e4194bb1c1241e841592a,https://i.scdn.co/image/ab67616d000048512d1e4194bb1c1241e841592a,0,artist
183,2 Phases,Robert Burns,4,https://open.spotify.com/artist/3Q4TCARfgrm4TCSo09Cumt,755,,,,,,3Q4TCARfgrm4TCSo09Cumt,https://i.scdn.co/image/ab67616d0000b2731ab1feaa3216a4ebe60c758f,https://i.scdn.co/image/ab67616d00001e021ab1feaa3216a4ebe60c758f,https://i.scdn.co/image/ab67616d000048511ab1feaa3216a4ebe60c758f,22,artist
184,2 Phases,Quote,5,https://open.spotify.com/artist/4HWHTT94ULGgs8xsVOr65X,2,,,,,,4HWHTT94ULGgs8xsVOr65X,https://i.scdn.co/image/43a959e83338e713f31b89d100d408e1989d5684,https://i.scdn.co/image/789fef89a40b2f3f0190b36a355b306557090a85,https://i.scdn.co/image/c2291400c1d9767b113dffc2e3647e2682227097,4,artist
185,2 Phases,Red Hot Ryders,6,https://open.spotify.com/artist/50MCOjuA7kO2UIDsJKFBgZ,12,,,,,,50MCOjuA7kO2UIDsJKFBgZ,https://i.scdn.co/image/ab67616d0000b2735242649b83256e98306ef762,https://i.scdn.co/image/ab67616d00001e025242649b83256e98306ef762,https://i.scdn.co/image/ab67616d000048515242649b83256e98306ef762,0,artist
186,2 Phases,Liquid DJ Team,7,https://open.spotify.com/artist/79jFTJGFRYeOPMM9OgK5iv,61,,,,,,79jFTJGFRYeOPMM9OgK5iv,https://i.scdn.co/image/ab67616d0000b27361df87893652293a41ae58d7,https://i.scdn.co/image/ab67616d00001e0261df87893652293a41ae58d7,https://i.scdn.co/image/ab67616d0000485161df87893652293a41ae58d7,4,artist
187,2 Phases,Empyreal Sun,8,https://open.spotify.com/artist/5il5yw0On2uHndnsu53rx5,37,,,,,,5il5yw0On2uHndnsu53rx5,https://i.scdn.co/image/ab67616d0000b2734772b760b408b7a148868576,https://i.scdn.co/image/ab67616d00001e024772b760b408b7a148868576,https://i.scdn.co/image/ab67616d000048514772b760b408b7a148868576,6,artist
188,2 Phases,Jan Gustafson,9,https://open.spotify.com/artist/6DghWwdKIYCZnyj27ikaKA,12,,,,,,6DghWwdKIYCZnyj27ikaKA,,,,0,artist
189,2 Phases,Tom Peterson,10,https://open.spotify.com/artist/01y8QhYWDYp3IshkxBBWG5,35,,,,,,01y8QhYWDYp3IshkxBBWG5,https://i.scdn.co/image/867bef1c596aafd0d55f57cfb3f8eb78e38d4ace,https://i.scdn.co/image/40c25506c3dc05572b15171919fb3da144f5c1e9,https://i.scdn.co/image/f0f38fa12035d6288f59c8cdf84186e076724be3,1,artist
190,2 Phases,Silent Electra,11,https://open.spotify.com/artist/1EVuLEqvpOUayWmYeDDGTE,16,,,,,,1EVuLEqvpOUayWmYeDDGTE,https://i.scdn.co/image/ab67616d0000b273047406c26223cb5cfffb2859,https://i.scdn.co/image/ab67616d00001e02047406c26223cb5cfffb2859,https://i.scdn.co/image/ab67616d00004851047406c26223cb5cfffb2859,0,artist
191,2 Phases,Nautica,12,https://open.spotify.com/artist/2Slbqpsh5pBXjJlWGbB6Ff,37,,,,,,2Slbqpsh5pBXjJlWGbB6Ff,https://i.scdn.co/image/ab67616d0000b273b58ef82f9bee2ae1071fe1b3,https://i.scdn.co/image/ab67616d00001e02b58ef82f9bee2ae1071fe1b3,https://i.scdn.co/image/ab67616d00004851b58ef82f9bee2ae1071fe1b3,0,artist
192,2 Phases,The Wavecatcher,13,https://open.spotify.com/artist/0TJPAhZt8kbvvSbEkJt1B1,15,,,,,,0TJPAhZt8kbvvSbEkJt1B1,https://i.scdn.co/image/ab67616d0000b27308fac7a5a2d47336eeb5c088,https://i.scdn.co/image/ab67616d00001e0208fac7a5a2d47336eeb5c088,https://i.scdn.co/image/ab67616d0000485108fac7a5a2d47336eeb5c088,4,artist
193,2 Phases,Voluminous,14,https://open.spotify.com/artist/4aPJRGTLekHDH4OnRk1SBv,9,,,,,,4aPJRGTLekHDH4OnRk1SBv,https://i.scdn.co/image/ab67616d0000b27382d774d76ac6a56f54e47cd2,https://i.scdn.co/image/ab67616d00001e0282d774d76ac6a56f54e47cd2,https://i.scdn.co/image/ab67616d0000485182d774d76ac6a56f54e47cd2,0,artist
194,2 Phases,Jan Gustafsson,15,https://open.spotify.com/artist/0LHixTBN7QnGO3dDiFeJ3h,117,,,,,,0LHixTBN7QnGO3dDiFeJ3h,https://i.scdn.co/image/ab67616d0000b2734095ab2fd1a0224873b20e82,https://i.scdn.co/image/ab67616d00001e024095ab2fd1a0224873b20e82,https://i.scdn.co/image/ab67616d000048514095ab2fd1a0224873b20e82,1,artist
195,2 Phases,Siberian Sun,16,https://open.spotify.com/artist/43j7ar4udHSNkQfwCBgzRF,19,,,,,,43j7ar4udHSNkQfwCBgzRF,https://i.scdn.co/image/ab67616d0000b27392e035b62b76a5590a6cae23,https://i.scdn.co/image/ab67616d00001e0292e035b62b76a5590a6cae23,https://i.scdn.co/image/ab67616d0000485192e035b62b76a5590a6cae23,0,artist
196,2 Phases,Terry Bones,17,https://open.spotify.com/artist/6wypVJNdx7aiFZ0fRdCa5X,140,,,,,,6wypVJNdx7aiFZ0fRdCa5X,https://i.scdn.co/image/b902d5f34829f8108faa371054e0d41aa9edf5f7,https://i.scdn.co/image/f3e18bee5bec7d30e5cbcdcc355bf095880415e2,https://i.scdn.co/image/b401e3196f800b9c3915069d47dcd978d632681e,9,artist
197,2 Phases,Flashbang,18,https://open.spotify.com/artist/0Q2O1G5eMEHpvsVqPzjcMP,14,,,,,,0Q2O1G5eMEHpvsVqPzjcMP,https://i.scdn.co/image/ab67616d0000b2736568939b7014058ffe993b1c,https://i.scdn.co/image/ab67616d00001e026568939b7014058ffe993b1c,https://i.scdn.co/image/ab67616d000048516568939b7014058ffe993b1c,0,artist
198,2 Phases,DJ Manta,19,https://open.spotify.com/artist/2tjBaiTuJRXkgVaLgiPT4Z,91,,,,,,2tjBaiTuJRXkgVaLgiPT4Z,,,,4,artist
199,2 Phases,Yarune,20,https://open.spotify.com/artist/3NMplpeJJWHmRLzKNLe9Az,3,,,,,,3NMplpeJJWHmRLzKNLe9Az,https://i.scdn.co/image/ab67616d0000b273c03ef9d3460ad335b7fb463e,https://i.scdn.co/image/ab67616d00001e02c03ef9d3460ad335b7fb463e,https://i.scdn.co/image/ab67616d00004851c03ef9d3460ad335b7fb463e,0,artist
